CUB	9921	0	0.001	0.1870576339737108
CUB	4395	0	0.0001	0.5615099427030671
CUB	6808	0	0.001	0.23592854735422986
CUB	4829	0	0.0	0.559824738793394
CUB	8971	0	0.0001	0.5679137175598248
CUB	2673	50	0.0001	0.5628581058308055
CUB	4178	50	0.0	0.5547691270643748
CUB	3847	50	0.001	0.18840579710144928
CUB	6058	100	0.001	0.2103134479271992
CUB	918	100	0.0	0.5760026963262554
CUB	6271	100	0.0001	0.555443208628244
CUB	5712	150	0.001	0.2295247724974722
CUB	8806	150	0.0001	0.5527468823727671
CUB	7173	150	0.0	0.5743174924165824
CUB	7917	200	0.0001	0.5338725985844287
CUB	7534	200	0.0	0.5776879002359285
CUB	4677	200	0.001	0.177283451297607
CUB	491	300	0.0001	0.5456690259521402
CUB	4013	300	0.0	0.5763397371081901
CUB	5435	300	0.001	0.20357263228850692
CUB	433	0	0.0001	0.5706100438153017
CUB	5655	0	0.001	0.17593528816986856
CUB	9483	0	0.0	0.5604988203572633
CUB	6316	100	0.0001	0.5628581058308055
CUB	1434	100	0.001	0.20559487698011458
CUB	834	100	0.0	0.5658914728682171
CUB	1956	200	0.0001	0.553758004718571
CUB	4451	200	0.001	0.22514324233232222
CUB	3431	200	0.0	0.5631951466127402
CUB	3401	300	0.0001	0.5588136164475902
CUB	4696	300	0.001	0.1894169194472531
CUB	8918	300	0.0	0.5635321873946748
CUB	6553	0	0.0	0.027300303336703743
CUB	1110	200	0.0	0.4930906639703404
CUB	4775	200	0.0	0.4927536231884058
